"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4448084";"";"None";"513.04";"2";"5.47";"29";"CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl";"EC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"10.37";"0.22";"-0.15";"7.16";"0";"CHEMBL4415866";"Agonist activity at PXR in human DPX2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414586";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4750694";"";"None";"555.49";"2";"5.80";"21";"C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccncc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1";"EC50";"'='";"604.0";"nM";"6.22";"";"";"UO_0000065";"11.20";"0.22";"0.42";"9.50";"0";"CHEMBL4727340";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL4243206";"";"None";"411.60";"None";"None";"26";"C[Si](C)(O)c1ccc(N(CCc2ccccc2)S(=O)(=O)c2ccccc2)cc1";"EC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"11.79";"None";"None";"None";"0";"CHEMBL4235209";"Agonist activity at VP16-fused human PXR expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229499";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4242807";"";"None";"397.57";"None";"None";"25";"C[Si](C)(O)c1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1";"EC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"13.82";"None";"None";"None";"0";"CHEMBL4235209";"Agonist activity at VP16-fused human PXR expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229499";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4777635";"";"None";"408.45";"0";"4.70";"13c";"Cc1c(F)cc(F)cc1[C@@H](C)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";""
"CHEMBL4748976";"";"None";"510.47";"2";"6.59";"6";"C=CCOC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F";"EC50";"'='";"371.0";"nM";"6.43";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL4795359";"";"None";"585.54";"2";"7.48";"16";"N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F";"EC50";"'='";"303.0";"nM";"6.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL3933290";"";"None";"752.65";"2";"6.93";"28";"O=C(O)C1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3934023";"";"None";"721.73";"2";"7.54";"38";"O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3941709";"";"None";"751.67";"2";"6.30";"26";"CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3969699";"";"None";"799.68";"2";"8.05";"30";"O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3971179";"";"None";"394.42";"0";"4.39";"KPR-2579";"C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"EC50";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ACTIVATOR"
"CHEMBL4752955";"";"None";"407.42";"0";"3.72";"13s";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(F)cc21";"EC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ACTIVATOR"
"CHEMBL4457647";"";"None";"390.44";"0";"3.14";"18";"O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1";"EC50";"'>'";"50118.72";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372269";"Activation of human PXR";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371037";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";""
"CHEMBL4172843";"";"None";"619.97";"2";"7.37";"17";"O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(Cl)cccc3C(F)(F)F)ccc2O1";"EC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"9.19";"0.19";"-1.67";"6.79";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST"
"CHEMBL4874524";"";"None";"525.93";"2";"5.85";"34a";"O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3ccccc3Cl)ccc2O1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL347036";"PROADIFEN HYDROCHLORIDE";"-1.0";"389.97";"0";"4.66";"Proadifen Hydrochloride";"CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl";"EC50";"'='";"12600.0";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL408";"TROGLITAZONE";"4.0";"441.55";"0";"4.37";"Troglitazone";"Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2";"EC50";"'='";"6900.0";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL3948821";"";"None";"710.62";"2";"6.47";"25";"O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1";"EC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL3968027";"";"None";"679.65";"2";"6.36";"35";"O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3929300";"";"None";"707.71";"2";"7.14";"37";"O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3920720";"";"None";"626.57";"2";"5.28";"18B";"CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL3938756";"";"None";"649.58";"1";"3.96";"38";"O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(O)CCS(=O)(=O)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4390457";"Transactivation of PXR (unknown origin) expressed in human HepG2 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL3952914";"";"None";"663.61";"1";"4.20";"39";"O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCS(=O)(=O)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4390457";"Transactivation of PXR (unknown origin) expressed in human HepG2 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL3937232";"";"None";"661.63";"2";"5.62";"36";"CCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1";"EC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"7.99";"0.17";"-0.34";"5.96";"0";"CHEMBL4390457";"Transactivation of PXR (unknown origin) expressed in human HepG2 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL4745906";"";"None";"576.53";"2";"6.26";"25";"CC(=O)N1CCC(C(=O)N2C[C@@H](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4727340";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";""
"CHEMBL4251290";"";"None";"363.44";"0";"2.28";"31";"COC(=O)CN(c1ccc(C(C)(C)O)cc1)S(=O)(=O)c1ccccc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4235209";"Agonist activity at VP16-fused human PXR expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229499";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4752094";"";"None";"460.55";"1";"6.60";"25";"CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1";"EC50";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"13.09";"0.24";"-0.57";"8.25";"0";"CHEMBL4725185";"Transactivation of PXR (unknown origin) assessed as CYP450 induction";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715934";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"ACTIVATOR"
"CHEMBL4786690";"";"None";"410.92";"1";"6.12";"25; BMS-986242";"C[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4679975";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673406";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";""
"CHEMBL4104000";"";"None";"520.56";"2";"5.78";"32";"CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)cc12";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4015597";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014311";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4859936";"";"None";"427.57";"0";"4.59";"81";"CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C";"EC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";"AGONIST"
"CHEMBL522701";"";"None";"435.36";"1";"6.32";"37";"Cn1c(-c2ccc(-c3cccnc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1";"EC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1764754";"Agonist activity at PXR";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL4746203";"";"None";"478.54";"1";"6.74";"27";"CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3c(F)cc(F)cc32)CC1";"EC50";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"13.08";"0.24";"-0.48";"8.57";"0";"CHEMBL4725185";"Transactivation of PXR (unknown origin) assessed as CYP450 induction";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715934";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"ACTIVATOR"
"CHEMBL4747951";"";"None";"636.63";"2";"9.27";"9";"O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1";"EC50";"'='";"1440.0";"nM";"5.84";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL3962504";"";"None";"709.63";"2";"6.97";"24";"O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1";"EC50";"'='";"15320.0";"nM";"4.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL3598049";"";"None";"515.05";"2";"6.15";"4l";"[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CCCCC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3598070";"";"None";"539.07";"2";"6.15";"5g";"[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C2CCCC2)cc1N1CC2CC2C1";"EC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"11.75";"0.23";"0.15";"8.94";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3665949";"";"None";"384.87";"0";"3.36";"4";"Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1";"EC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3750579";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745609";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL2107826";"VIBEGRON";"4.0";"444.54";"0";"2.77";"7; vibegron; MK-4618";"O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3768743";"Activation of human PX receptor";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763146";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";""
"CHEMBL3318973";"";"None";"367.88";"1";"5.17";"9a";"Clc1ccc(C2(c3nnc4c(OC5CCCCC5)cccn34)CC2)cc1";"EC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
