comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
1782696,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,Cc1ccc(CN(C)C(=O)c2cc3cc(F)ccc3[nH]2)o1,C16H15FN2O2,CHEMBL3318055,50.0,,,,,,,
1782697,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,N#CCCN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1,C19H17N3O,CHEMBL3318056,50.0,,,,,,,
1782698,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,COCCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,C17H17FN2O3,CHEMBL3318057,50.0,,,,,,,
1782699,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,CC(C)N(Cc1ccco1)C(=O)c1cc2cc(C(F)(F)F)ccc2[nH]1,C18H17F3N2O2,CHEMBL3318058,50.0,,,,,,,
1782700,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,O=C(c1cc2ccc(F)cc2[nH]1)N(Cc1ccco1)Cc1ccco1,C19H15FN2O3,CHEMBL3317457,50.0,,,,,,,
1782701,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,CN(Cc1ccc(Br)s1)C(=O)c1cc2ccc(F)cc2[nH]1,C15H12BrFN2OS,CHEMBL3318059,50.0,,,,,,,
1782702,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,CN(Cc1cccs1)C(=O)c1cc2ccc(F)cc2[nH]1,C15H13FN2OS,CHEMBL3318060,50.0,,,,,,,
1782703,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,Cc1ccc(CN(C(=O)c2cc3ccccc3[nH]2)C(C)C)o1,C18H20N2O2,CHEMBL3318061,50.0,,,,,,,
1782704,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,Cc1ccc2cc(C(=O)N(Cc3ccc(C)o3)C(C)C)[nH]c2c1,C19H22N2O2,CHEMBL3318062,50.0,,,,,,,
1782705,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,Cc1ccc2[nH]c(C(=O)N(Cc3ccc(C)o3)C(C)C)cc2c1,C19H22N2O2,CHEMBL3318063,50.0,,,,,,,
1782706,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,Cc1ccc2[nH]c(C(=O)N(Cc3ccco3)C(C)C)cc2c1,C18H20N2O2,CHEMBL3318064,50.0,,,,,,,
