comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
AVQJQPPSIBDBJG-VQHVLOKHSA-N,%,Inhibition,,BAO_0000201,INH,,61470,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,,440133,22310230,2109,10.1016/j.bmcl.2011.12.141,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Kim YS, Kumar V, Lee S, Iwai A, Neckers L, Malhotra SV, Trepel JB.","Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.","InChI=1S/C18H17NO6/c1-23-16-10-8-14(17(24-2)18(16)25-3)15(20)9-7-12-5-4-6-13(11-12)19(21)22/h4-11H,1-3H3/b9-7+",0.33,-0.37,84.0,,,,,,,
AXMHVAFQMVTFMC-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,90498,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,,698879,25025737,6872,10.1021/jm500684r,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,"Ban F, Leblanc E, Li H, Munuganti RS, Frewin K, Rennie PS, Cherkasov A.","To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.","InChI=1S/C15H12BrFN2O2/c1-19(8-11-4-5-14(16)21-11)15(20)13-6-9-2-3-10(17)7-12(9)18-13/h2-7,18H,8H2,1H3",0.78,-2.12,50.0,,,,,,,
AXVLPJHYYFHCHK-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,75328,Displacement of [3H]-Methyltrienolone from androgen receptor in human LNCAP cells at 10 uM relative to control,,602242,24074843,5785,10.1016/j.bmcl.2013.09.001,CHEMBL2439973,Discovery of VU0409106: A negative allosteric modulator of mGlu5 with activity in a mouse model of anxiety.,"Felts AS, Rodriguez AL, Morrison RD, Venable DF, Manka JT, Bates BS, Blobaum AL, Byers FW, Daniels JS, Niswender CM, Jones CK, Conn PJ, Lindsley CW, Emmitte KA.","Development of SAR in an aryl ether series of mGlu5 NAMs leading to the identification of tool compound VU0409106 is described in this Letter. VU0409106 is a potent and selective negative allosteric modulator of mGlu5 that binds at the known allosteric binding site and demonstrates good CNS exposure following intraperitoneal dosing in mice. VU0409106 also proved efficacious in a mouse marble burying model of anxiety, an assay known to be sensitive to mGlu5 antagonists as well as clinically efficacious anxiolytics.","InChI=1S/C15H11FN4O2S/c1-9-7-23-15(19-9)20-14(21)10-2-11(16)4-12(3-10)22-13-5-17-8-18-6-13/h2-8H,1H3,(H,19,20,21)",0.79,-2.37,35.0,,,,,,,
AYAPUHWWPCSPGJ-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,113171,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,,,31493989,115081,10.1016/j.bmc.2019.115081,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.","Chen H, Zhang J, Hu P, Qian Y, Li J, Shen J.","Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.","InChI=1S/C24H22N2O2/c1-17-6-2-5-9-21(17)25-12-14-26(15-13-25)22-16-23(27)28-24-19-8-4-3-7-18(19)10-11-20(22)24/h2-11,16H,12-15H2,1H3",0.38,-0.46,53.1,,,,,,,
AYDALISIBBGESN-PKTZIBPZSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 75243, Entry 1: 75243, ","Entry 0: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in PSA mRNA expression at 5 uM by RT-PCR analysis relative to control, Entry 1: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in TMPRSS2 mRNA expression at 5 uM by RT-PCR analysis relative to control, ",,"Entry 0: 603719, Entry 1: 603720, ","Entry 0: 24044500, Entry 1: 24044500, ","Entry 0: 8297, Entry 1: 8297, ","Entry 0: 10.1021/jm301714s, Entry 1: 10.1021/jm301714s, ","Entry 0: CHEMBL2440058, Entry 1: CHEMBL2440058, ","Entry 0: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., Entry 1: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., ","Entry 0: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., Entry 1: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., ","Entry 0: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., Entry 1: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., ","InChI=1S/C25H22N2O5S/c1-17-15-21(33-16-17)22-23(32-24(29)26(2)18-9-5-3-6-10-18)20(28)13-14-27(22)25(30)31-19-11-7-4-8-12-19/h3-16,22-23H,1-2H3/t22-,23+/m1/s1",0.52,-0.67,90.0,90.0,,,,,,
AYECDIUUAKEARS-MNOVXSKESA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 75243, Entry 1: 75243, ","Entry 0: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in PSA mRNA expression at 5 uM by RT-PCR analysis relative to control, Entry 1: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in TMPRSS2 mRNA expression at 5 uM by RT-PCR analysis relative to control, ",,"Entry 0: 603719, Entry 1: 603720, ","Entry 0: 24044500, Entry 1: 24044500, ","Entry 0: 8297, Entry 1: 8297, ","Entry 0: 10.1021/jm301714s, Entry 1: 10.1021/jm301714s, ","Entry 0: CHEMBL2440058, Entry 1: CHEMBL2440058, ","Entry 0: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., Entry 1: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., ","Entry 0: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., Entry 1: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., ","Entry 0: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., Entry 1: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., ","InChI=1S/C11H11NO2/c13-9-6-7-12-10(11(9)14)8-4-2-1-3-5-8/h1-7,10-12,14H/t10-,11+/m1/s1",0.69,0.92,90.0,90.0,,,,,,
BCVYSUNPFXKMQP-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C16H15F3N2O/c17-16(18,19)13-8-10(9-20)6-7-11(13)15-12-4-2-1-3-5-14(12)22-21-15/h6-8,12,14H,1-5H2",0.78,-0.76,85.4,87.4,,,,,,
BDZOPPCXQXPRKH-ZHACJKMWSA-N,%,Inhibition,,BAO_0000201,INH,,61470,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,,440133,22310230,2109,10.1016/j.bmcl.2011.12.141,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Kim YS, Kumar V, Lee S, Iwai A, Neckers L, Malhotra SV, Trepel JB.","Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.","InChI=1S/C17H13F3O2/c1-22-16-9-5-3-7-13(16)15(21)11-10-12-6-2-4-8-14(12)17(18,19)20/h2-11H,1H3/b11-10+",0.61,-0.60,94.0,,,,,,,
BHNHHSOHWZKFOX-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,39382,Activity at androgen receptor ligand binding domain assessed as inhibition of SRC2-3 interaction at 50 uM after 2 hrs by fluorescence polarization assay,,,17911242,16079,10.1073/pnas.0708036104,CHEMBL1147068,A surface on the androgen receptor that allosterically regulates coactivator binding.,"Estébanez-Perpiñá E, Arnold LA, Nguyen P, Rodrigues ED, Mar E, Bateman R, Pallai P, Shokat KM, Baxter JD, Guy RK, Webb P, Fletterick RJ.","Current approaches to inhibit nuclear receptor (NR) activity target the hormone binding pocket but face limitations. We have proposed that inhibitors, which bind to nuclear receptor surfaces that mediate assembly of the receptor's binding partners, might overcome some of these limitations. The androgen receptor (AR) plays a central role in prostate cancer, but conventional inhibitors lose effectiveness as cancer treatments because anti-androgen resistance usually develops. We conducted functional and x-ray screens to identify compounds that bind the AR surface and block binding of coactivators for AR activation function 2 (AF-2). Four compounds that block coactivator binding in solution with IC(50) approximately 50 microM and inhibit AF-2 activity in cells were detected: three nonsteroidal antiinflammatory drugs and the thyroid hormone 3,3',5-triiodothyroacetic acid. Although visualization of compounds at the AR surface reveals weak binding at AF-2, the most potent inhibitors bind preferentially to a previously unknown regulatory surface cleft termed binding function (BF)-3, which is a known target for mutations in prostate cancer and androgen insensitivity syndrome. X-ray structural analysis reveals that 3,3',5-triiodothyroacetic acid binding to BF-3 remodels the adjacent interaction site AF-2 to weaken coactivator binding. Mutation of residues that form BF-3 inhibits AR function and AR AF-2 activity. We propose that BF-3 is a previously unrecognized allosteric regulatory site needed for AR activity in vivo and a possible pharmaceutical target.","InChI=1S/C9H9N/c1-7-6-8-4-2-3-5-9(8)10-7/h2-6,10H,1H3",0.56,-1.05,16.0,,,,,,,
BHWQQOLNTHEQMF-PJXYFTJBSA-N,%,Inhibition,,BAO_0000201,INH,,91408,Antagonist activity against pSG5-tagged human androgen receptor expressed in COS1 cells assessed as receptor-mediated testosterone-induced transcriptional activity at 10 uM by AR-regulated rat probasin promoter fragment driven firefly luciferase reporter assay (Rvb = 100 +/- 5.7%),,734722,25646649,1574,10.1021/jm501995n,CHEMBL3407333,Synthesis and biological evaluation of second-generation tropanol-based androgen receptor modulators.,"Sundén H, Holland MC, Poutiainen PK, Jääskeläinen T, Pulkkinen JT, Palvimo JJ, Olsson R.","To circumvent antiandrogen resistance in prostate cancer, antiandrogens effective for both the androgen receptor (AR) and AR mutants are required. The AR antagonists in this study originate from previous findings, which showed that subtle differences in substitution pattern lead to a conformational change that alters the ligand activity, rendering an agonist to an antagonist. We have identified small yet potent tropanol-based ligands possessing significant antiandrogenic activity with both wild-type AR and the two most common AR ligand binding domain (LBD) mutants.","InChI=1S/C14H15ClN2O/c15-14-7-12(2-1-9(14)8-16)17-10-3-4-11(17)6-13(18)5-10/h1-2,7,10-11,13,18H,3-6H2/t10-,11+,13+",0.85,-0.77,10.5,,,,,,,
BJHFUFBRDLCVHO-MDZDMXLPSA-N,%,Inhibition,,BAO_0000201,INH,,61470,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,,440133,22310230,2109,10.1016/j.bmcl.2011.12.141,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Kim YS, Kumar V, Lee S, Iwai A, Neckers L, Malhotra SV, Trepel JB.","Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.","InChI=1S/C17H15NO5/c1-22-15-7-4-8-16(23-2)17(15)14(19)10-9-12-5-3-6-13(11-12)18(20)21/h3-11H,1-2H3/b10-9+",0.35,-0.45,85.0,,,,,,,
BKXKFNRTEKTGFA-QFIPXVFZSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 57786, Entry 1: 57786, ","Entry 0: Antagonist activity at wild type androgen receptor expressed in african green monkey CV1 cells assessed as inhibition of dihydrotestosterone-induced transcriptional activity at 1 uM by luciferase reporter gene assay, Entry 1: Antagonist activity at androgen receptor T877A mutant expressed in african green monkey CV1 cells assessed as inhibition of dihydrotestosterone-induced transcriptional activity at 1 to 1000 nM by luciferase reporter gene assay, ","Entry 0: In vitro, Entry 1: In vitro, ","Entry 0: 379573, Entry 1: 379574, ","Entry 0: 21506597, Entry 1: 21506597, ","Entry 0: 3976, Entry 1: 3976, ","Entry 0: 10.1021/jm2000097, Entry 1: 10.1021/jm2000097, ","Entry 0: CHEMBL1782015, Entry 1: CHEMBL1782015, ","Entry 0: Unexpected binding orientation of bulky-B-ring anti-androgens and implications for future drug targets., Entry 1: Unexpected binding orientation of bulky-B-ring anti-androgens and implications for future drug targets., ","Entry 0: Duke CB, Jones A, Bohl CE, Dalton JT, Miller DD., Entry 1: Duke CB, Jones A, Bohl CE, Dalton JT, Miller DD., ","Entry 0: Several new androgen receptor antagonists were synthesized and found to have varying activities across typically anti-androgen resistant mutants (Thr877 → Ala and Trp741 → Leu) and markedly improved potency over previously reported pan-antagonists. X-ray crystallography of a new anti-androgen in an androgen receptor mutant (Thr877 → Ala) shows that the receptor can accommodate the added bulk presented by phenyl to naphthyl substitution, casting doubt on previous reports of predicted binding orientation and the causes of antagonism in bulky-B-ring antagonists., Entry 1: Several new androgen receptor antagonists were synthesized and found to have varying activities across typically anti-androgen resistant mutants (Thr877 → Ala and Trp741 → Leu) and markedly improved potency over previously reported pan-antagonists. X-ray crystallography of a new anti-androgen in an androgen receptor mutant (Thr877 → Ala) shows that the receptor can accommodate the added bulk presented by phenyl to naphthyl substitution, casting doubt on previous reports of predicted binding orientation and the causes of antagonism in bulky-B-ring antagonists., ","InChI=1S/C23H16F3N3O4S/c1-22(31,21(30)29-16-8-6-15(12-28)19(10-16)23(24,25)26)13-34(32,33)20-9-7-14(11-27)17-4-2-3-5-18(17)20/h2-10,31H,13H2,1H3,(H,29,30)/t22-/m0/s1",0.56,-1.14,15.0,61.0,,,,,,
BRDCBMNKBRNPRG-CMPLNLGQSA-N,%,Inhibition,,BAO_0000201,INH,,65642,Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control,,479295,22746350,6327,10.1021/jm300233k,CHEMBL2157978,"Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators.","Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT.","We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients.","InChI=1S/C14H11F3N2O/c15-14(16,17)11-6-8(4-5-9(11)7-18)13-10-2-1-3-12(10)20-19-13/h4-6,10,12H,1-3H2/t10-,12+/m0/s1",0.79,-0.88,91.8,,,,,,,
