comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25
HRNRRPMOOJUJLK-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,38697,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,,,18442912,3435,10.1016/j.bmcl.2008.03.085,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,"Zhao S, Shen Y, van Oeveren A, Marschke KB, Zhi L.","A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.","InChI=1S/C17H10F3NO2/c18-17(19,20)12-7-14(22)21-13-6-5-11-10-4-2-1-3-9(10)8-23-16(11)15(12)13/h1-7H,8H2,(H,21,22)",0.68,-0.32,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
HWLLYFXDDGGHOE-BCSUUIJWSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,AGONIST,"Entry 0: 36717, Entry 1: 123921, ","Entry 0: Agonist activity at human androgen receptor by luciferase reporter gene assay, Entry 1: Agonist activity at human Androgen receptor, ",,,"Entry 0: 17887661, Entry 1: 35786895, ","Entry 0: 5052, Entry 1: 8797, ","Entry 0: 10.1021/jm070231h, Entry 1: 10.1021/acs.jmedchem.2c00716, ","Entry 0: CHEMBL1148826, Entry 1: CHEMBL5137058, ","Entry 0: Substituted 6-(1-pyrrolidine)quinolin-2(1H)-ones as novel selective androgen receptor modulators., Entry 1: Therapeutic Strategies to Target the Androgen Receptor., ","Entry 0: Martinborough E, Shen Y, Oeveren Av, Long YO, Lau TL, Marschke KB, Chang WY, López FJ, Vajda EG, Rix PJ, Viveros OH, Negro-Vilar A, Zhi L., Entry 1: Xiang W, Wang S., ","Entry 0: The androgen receptor is a ligand inducible transcription factor that is involved in a broad range of physiological functions. Here we describe the discovery of a new class of orally available selective androgen receptor modulators. The lead compound, 6-[(2R,5R)-2-methyl-5-((R)-2,2,2-trifluoro-1-hydroxyethyl)pyrrolidin-1-yl]-4-trifluoromethylquinolin-2(1H)-one (6a), showed excellent anabolic activity in muscle with reduced effect on the prostate in a rat model of hypogonadism. The compound also improved bone strength in a rat model of post-menopausal osteoporosis., Entry 1: The androgen receptor (AR) plays a key role in the maintenance of muscle and bone and the support of male sexual-related functions, as well as in the progression of prostate cancer. Accordingly, AR-targeted therapies have been developed for the treatment of related human diseases and conditions. AR agonists are an important class of drugs in the treatment of bone loss and muscle atrophy. AR antagonists have also been developed for the treatment of prostate cancer, including metastatic castration-resistant prostate cancer (mCRPC). Additionally, selective AR degraders (SARDs) have been reported. More recently, heterobifunctional degrader molecules of AR have been developed, and four such compounds are now in clinical development for the treatment of human prostate cancer. This review attempts to summarize the different types of compounds designed to target AR and the current frontiers of research on this important therapeutic target., ","InChI=1S/C17H16F6N2O2/c1-8-2-5-13(15(27)17(21,22)23)25(8)9-3-4-12-10(6-9)11(16(18,19)20)7-14(26)24-12/h3-4,6-8,13,15,27H,2,5H2,1H3,(H,24,26)/t8-,13-,15-/m1/s1",0.76,-0.23,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
HWLLYFXDDGGHOE-YVILZHTOSA-N,nM,EC50,,BAO_0000188,EC50,,36717,Agonist activity at human androgen receptor by luciferase reporter gene assay,,,17887661,5052,10.1021/jm070231h,CHEMBL1148826,Substituted 6-(1-pyrrolidine)quinolin-2(1H)-ones as novel selective androgen receptor modulators.,"Martinborough E, Shen Y, Oeveren Av, Long YO, Lau TL, Marschke KB, Chang WY, López FJ, Vajda EG, Rix PJ, Viveros OH, Negro-Vilar A, Zhi L.","The androgen receptor is a ligand inducible transcription factor that is involved in a broad range of physiological functions. Here we describe the discovery of a new class of orally available selective androgen receptor modulators. The lead compound, 6-[(2R,5R)-2-methyl-5-((R)-2,2,2-trifluoro-1-hydroxyethyl)pyrrolidin-1-yl]-4-trifluoromethylquinolin-2(1H)-one (6a), showed excellent anabolic activity in muscle with reduced effect on the prostate in a rat model of hypogonadism. The compound also improved bone strength in a rat model of post-menopausal osteoporosis.","InChI=1S/C17H16F6N2O2/c1-8-2-5-13(15(27)17(21,22)23)25(8)9-3-4-12-10(6-9)11(16(18,19)20)7-14(26)24-12/h3-4,6-8,13,15,27H,2,5H2,1H3,(H,24,26)/t8-,13-,15+/m1/s1",0.76,-0.23,8.4,,,,,,,,,,,,,,,,,,,,,,,,,
HXNGLJMNMVEDSS-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, ",EC50,,"Entry 0: 60605, Entry 1: 60605, Entry 2: 60605, ","Entry 0: Agonist activity at human androgen receptor expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, Entry 1: Agonist activity at human androgen receptor T877A mutant expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, Entry 2: Agonist activity at human androgen receptor W741C mutant expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, ","Entry 0: In vitro, Entry 1: In vitro, Entry 2: In vitro, ","Entry 0: 423735, Entry 1: 423736, Entry 2: 423737, ","Entry 0: 22094279, Entry 1: 22094279, Entry 2: 22094279, ","Entry 0: 434, Entry 1: 434, Entry 2: 434, ","Entry 0: 10.1016/j.bmc.2011.10.067, Entry 1: 10.1016/j.bmc.2011.10.067, Entry 2: 10.1016/j.bmc.2011.10.067, ","Entry 0: CHEMBL1932924, Entry 1: CHEMBL1932924, Entry 2: CHEMBL1932924, ","Entry 0: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., Entry 1: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., Entry 2: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., ","Entry 0: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., Entry 1: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., Entry 2: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., ","Entry 0: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., Entry 1: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., Entry 2: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., ","InChI=1S/C20H15ClN4O/c1-13-19(16-4-2-14(7-22)3-5-16)18(8-23)11-25(13)10-15-6-17(12-26)20(21)24-9-15/h2-6,9,11,26H,10,12H2,1H3",0.72,-0.93,10000.0,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,
HXTATRHJVMMNPI-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,36333,Agonist activity at human AR,,,17267219,1531,10.1016/j.bmcl.2007.01.001,CHEMBL1147033,Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones.,"van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L.",A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity.,"InChI=1S/C18H20F6N2O/c1-16(2,3)6-7-26(10-17(19,20)21)11-4-5-14-12(8-11)13(18(22,23)24)9-15(27)25-14/h4-5,8-9H,6-7,10H2,1-3H3,(H,25,27)",0.71,-0.95,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
HYTRMSLXHBYETF-KMSLUKAPSA-N,nM,EC50,,BAO_0000188,EC50,,113383,Agonist activity at human androgen receptor in human LNCAP cells harboring firefly luciferase gene after 20 hrs by One-Glo luciferase reporter gene assay,,,31274313,6764,10.1021/acs.jmedchem.9b00711,CHEMBL4406804,Discovery of a Potent Steroidal Glucocorticoid Receptor Antagonist with Enhanced Selectivity against the Progesterone and Androgen Receptors (OP-3633).,"Du X, Eksterowicz J, Zhou H, Rew Y, Zhu L, Yan X, Medina JC, Huang T, Chen X, Sutimantanapi D, Jahchan N, Kong W, Sun J, Zavorotinskaya T, Ye Q, Fantin VR, Sun D.","Structure-based modification of mifepristone (1) led to the discovery of novel mifepristone derivatives with improved selectivity profile. Addition of a methyl group at the C10 position of the steroid has a significant impact on progesterone receptor (PR) and androgen receptor (AR) activity. Within this series, OP-3633 (15) emerged as a glucocorticoid receptor (GR) antagonist with increased selectivity against PR and AR, improved cytochrome P450 inhibition profile, and significantly improved pharmacokinetic properties compared to 1. Furthermore, 15 demonstrated substantial inhibition of GR transcriptional activity in the GR positive HCC1806 triple negative breast cancer xenograft model. Overall, compound 15 is a promising GR antagonist candidate to clinically evaluate the impact of GR inhibition in reversal or prevention of therapy resistance.","InChI=1S/C34H47NO2/c1-7-35(8-2)25-12-9-23(10-13-25)29-22-33(6)30(17-18-34(33,37)20-19-32(3,4)5)28-15-11-24-21-26(36)14-16-27(24)31(28)29/h9-10,12-13,21,27-31,37H,7-8,11,14-18,22H2,1-6H3/t27-,28-,29+,30-,31+,33-,34+/m0/s1",0.45,0.88,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
IAFVOFFJCUHEHP-NRFANRHFSA-N,nM,EC50,,BAO_0000188,EC50,,35153,Displacement of [3H]dihydrotestosterone from human recombinant androgen receptor expressed in SF9 baculovirus cells,In vitro,,17274610,1000,10.1021/jm061299k,CHEMBL1142242,"Indanylacetic acid derivatives carrying 4-thiazolyl-phenoxy tail groups, a new class of potent PPAR alpha/gamma/delta pan agonists: synthesis, structure-activity relationship, and in vivo efficacy.","Rudolph J, Chen L, Majumdar D, Bullock WH, Burns M, Claus T, Dela Cruz FE, Daly M, Ehrgott FJ, Johnson JS, Livingston JN, Schoenleber RW, Shapiro J, Yang L, Tsutsumi M, Ma X.","Compounds that simultaneously activate the three peroxisome proliferator-activated receptor (PPAR) subtypes alpha, gamma, and delta hold potential to address the adverse metabolic and cardiovascular conditions associated with diabetes and the metabolic syndrome. We recently identified the indanylacetic acid moiety as a well-tunable PPAR agonist head group. Here we report the synthesis and structure-activity relationship (SAR) studies of novel aryl tail group derivatives that led to a new class of potent PPAR pan agonists. While most of the tail group modifications imparted potent PPAR delta agonist activity, improvement of PPAR alpha and gamma activity required the introduction of new heterocyclic substituents that were not known in the PPAR literature. Systematic optimization led to the discovery of 4-thiazolyl-phenyl derivatives with potent PPAR alpha/gamma/delta pan agonistic activity. The lead candidate from this series was found to exhibit excellent ADME properties and superior therapeutic potential compared to known PPAR gamma activating agents by favorably modulating lipid levels in hApoA1 mice and hyperlipidemic hamsters, while normalizing glucose levels in diabetic rodent models.","InChI=1S/C30H35NO4S/c1-2-6-22-17-23(30-31-26-7-3-4-8-28(26)36-30)11-14-27(22)35-16-5-15-34-24-12-13-25-20(18-24)9-10-21(25)19-29(32)33/h11-14,17-18,21H,2-10,15-16,19H2,1H3,(H,32,33)/t21-/m0/s1",0.28,-0.65,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
IAOXLWDRNCVJBE-IENPIDJESA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C16H17F3N2O/c1-3-9-8(2)7-20-13-6-14-11(4-10(9)13)12(16(17,18)19)5-15(22)21-14/h4-6,8-9,20H,3,7H2,1-2H3,(H,21,22)/t8-,9?/m0/s1",0.81,-0.17,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
IAOXLWDRNCVJBE-RKDXNWHRSA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C16H17F3N2O/c1-3-9-8(2)7-20-13-6-14-11(4-10(9)13)12(16(17,18)19)5-15(22)21-14/h4-6,8-9,20H,3,7H2,1-2H3,(H,21,22)/t8-,9-/m1/s1",0.81,-0.17,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
IAPIKKTVKAJTMM-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 61360, Entry 1: 61360, ","Entry 0: Agonist activity at androgen receptor expressed in Cos7 cells after 24 hrs by luciferase reporter gene assay, Entry 1: Agonist activity at androgen receptor T877A mutant expressed in Cos7 cells after 24 hrs by luciferase reporter gene assay, ","Entry 0: In vitro, Entry 1: In vitro, ","Entry 0: 435471, Entry 1: 435472, ","Entry 0: 22391033, Entry 1: 22391033, ","Entry 0: 2352, Entry 1: 2352, ","Entry 0: 10.1016/j.bmc.2012.02.005, Entry 1: 10.1016/j.bmc.2012.02.005, ","Entry 0: CHEMBL1955860, Entry 1: CHEMBL1955860, ","Entry 0: Design, synthesis, and biological evaluation of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole derivatives as novel androgen receptor antagonists., Entry 1: Design, synthesis, and biological evaluation of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole derivatives as novel androgen receptor antagonists., ","Entry 0: Yamamoto S, Tomita N, Suzuki Y, Suzaki T, Kaku T, Hara T, Yamaoka M, Kanzaki N, Hasuoka A, Baba A, Ito M., Entry 1: Yamamoto S, Tomita N, Suzuki Y, Suzaki T, Kaku T, Hara T, Yamaoka M, Kanzaki N, Hasuoka A, Baba A, Ito M., ","Entry 0: A series of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole compounds B were designed, synthesized, and evaluated for their potential as new-generation androgen receptor (AR) antagonists therapeutically effective against castration-resistant prostate cancer (CRPC). Introduction of a bulky amide substituent (R(2)) to the terminal aryl ring of the 4-arylmethyl group favored the reduction of agonistic activity and improved the pharmacokinetic (PK) properties. Similarly, introduction of a bulky substituent in the 4-aryloxy derivatives also resulted in improved PK properties. Compounds 28 h and 44b exhibited potent antitumor effects against a CRPC model of LNCaP-hr cell line in a mouse xenograft model. On the contrary, bicalutamide showed only partial suppression of tumor growth. These results suggest that the novel pyrazole derivatives are new-generation AR antagonists, different from the 'first-generation' antagonists such as bicalutamide in a CRPC treatment model., Entry 1: A series of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole compounds B were designed, synthesized, and evaluated for their potential as new-generation androgen receptor (AR) antagonists therapeutically effective against castration-resistant prostate cancer (CRPC). Introduction of a bulky amide substituent (R(2)) to the terminal aryl ring of the 4-arylmethyl group favored the reduction of agonistic activity and improved the pharmacokinetic (PK) properties. Similarly, introduction of a bulky substituent in the 4-aryloxy derivatives also resulted in improved PK properties. Compounds 28 h and 44b exhibited potent antitumor effects against a CRPC model of LNCaP-hr cell line in a mouse xenograft model. On the contrary, bicalutamide showed only partial suppression of tumor growth. These results suggest that the novel pyrazole derivatives are new-generation AR antagonists, different from the 'first-generation' antagonists such as bicalutamide in a CRPC treatment model., ","InChI=1S/C22H21ClN4O/c1-14-20(11-16-5-7-17(8-6-16)22(28)26(3)4)15(2)27(25-14)19-10-9-18(13-24)21(23)12-19/h5-10,12H,11H2,1-4H3",0.66,-2.20,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
