comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
APNBSJGIIWSWOI-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,35972,Antagonist activity at human androgen receptor expressed in CV1 cells assessed as inhibition of DHT-induced response,In vitro,,17257838,1526,10.1016/j.bmcl.2007.01.007,CHEMBL1144605,Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones.,"van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L.",A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays.,"InChI=1S/C17H13F3N2O/c18-17(19,20)14-9-16(23)22-15-8-12(6-7-13(14)15)21-10-11-4-2-1-3-5-11/h1-9,21H,10H2,(H,22,23)",0.76,-1.14,94.0,,,,,,,,,,,,,,,,,,,,,
AQSBEEWBLQXYER-MRVPVSSYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 39522, Entry 1: 39522, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay relative to dihydrotestosterone, Entry 1: Antagonist activity at human androgen receptor in CV1 cells by transcriptional activation assay relative to dihydrotestosterone, ",,,"Entry 0: 18400499, Entry 1: 18400499, ","Entry 0: 2971, Entry 1: 2971, ","Entry 0: 10.1016/j.bmcl.2008.03.062, Entry 1: 10.1016/j.bmcl.2008.03.062, ","Entry 0: CHEMBL1145608, Entry 1: CHEMBL1145608, ","Entry 0: Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity., Entry 1: Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity., ","Entry 0: Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L., Entry 1: Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L., ","Entry 0: Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay., Entry 1: Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay., ","InChI=1S/C16H14F6N2O3/c1-26-5-8-6-27-13-4-11-9(2-12(13)24(8)7-15(17,18)19)10(16(20,21)22)3-14(25)23-11/h2-4,8H,5-7H2,1H3,(H,23,25)/t8-/m1/s1",0.81,-0.62,24.0,71.0,,,,,,,,,,,,,,,,,,,,
AQSBEEWBLQXYER-QMMMGPOBSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 39522, Entry 1: 39522, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay relative to dihydrotestosterone, Entry 1: Antagonist activity at human androgen receptor in CV1 cells by transcriptional activation assay relative to dihydrotestosterone, ",,,"Entry 0: 18400499, Entry 1: 18400499, ","Entry 0: 2971, Entry 1: 2971, ","Entry 0: 10.1016/j.bmcl.2008.03.062, Entry 1: 10.1016/j.bmcl.2008.03.062, ","Entry 0: CHEMBL1145608, Entry 1: CHEMBL1145608, ","Entry 0: Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity., Entry 1: Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity., ","Entry 0: Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L., Entry 1: Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L., ","Entry 0: Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay., Entry 1: Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay., ","InChI=1S/C16H14F6N2O3/c1-26-5-8-6-27-13-4-11-9(2-12(13)24(8)7-15(17,18)19)10(16(20,21)22)3-14(25)23-11/h2-4,8H,5-7H2,1H3,(H,23,25)/t8-/m0/s1",0.81,-0.62,27.0,67.0,,,,,,,,,,,,,,,,,,,,
ATKWLNSCJYLXPF-FICVDOATSA-N,%,Efficacy,,BAO_0000656,Efficacy,,49042,Agonist activity at androgen receptor in human MDA-KB2 cells transfected with MMTV linked luciferase assessed as transcriptional activation by luciferase reporter gene assay relative to control,,,19856921,7191,10.1021/jm901149c,CHEMBL1156129,"Synthesis, structure-activity relationships, and characterization of novel nonsteroidal and selective androgen receptor modulators.","Schlienger N, Lund BW, Pawlas J, Badalassi F, Bertozzi F, Lewinsky R, Fejzic A, Thygesen MB, Tabatabaei A, Bradley SR, Gardell LR, Piu F, Olsson R.","Herein we describe the discovery of ACP-105 (1), a novel and potent nonsteroidal selective androgen receptor modulator (SARM) with partial agonist activity relative to the natural androgen testosterone. Compound 1 was developed from a series of compounds found in a HTS screen using the receptor selection and amplification technology (R-SAT). In vivo, 1 improved anabolic parameters in a 2-week chronic study in castrated male rats. In addition to compound 1, a number of potent antiandrogens were discovered from the same series of compounds whereof one compound, 13, had antagonist activity at the AR T877A mutant involved in prostate cancer.","InChI=1S/C18H18N2O/c19-11-12-5-8-18(17-4-2-1-3-16(12)17)20-13-6-7-14(20)10-15(21)9-13/h1-5,8,13-15,21H,6-7,9-10H2/t13-,14+,15+",0.87,-0.26,72.0,,,,,,,,,,,,,,,,,,,,,
AUDNGGNJSXQFMO-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C16H17F3N2O/c1-3-15(2)5-4-9-6-10-11(16(17,18)19)7-14(22)20-13(10)8-12(9)21-15/h6-8,21H,3-5H2,1-2H3,(H,20,22)",0.82,-0.34,66.0,,,,,,,,,,,,,,,,,,,,,
AUIQVMLZIOYPBH-MRVPVSSYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C15H13ClF6N2O/c1-8(6-16)24(7-14(17,18)19)9-2-3-12-10(4-9)11(15(20,21)22)5-13(25)23-12/h2-5,8H,6-7H2,1H3,(H,23,25)/t8-/m1/s1",0.62,-1.04,20.0,87.0,,,,,,,,,,,,,,,,,,,,
AUIQVMLZIOYPBH-QMMMGPOBSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C15H13ClF6N2O/c1-8(6-16)24(7-14(17,18)19)9-2-3-12-10(4-9)11(15(20,21)22)5-13(25)23-12/h2-5,8H,6-7H2,1H3,(H,23,25)/t8-/m0/s1",0.62,-1.04,20.0,87.0,,,,,,,,,,,,,,,,,,,,
AVUDHCAEOCNSSR-SNVBAGLBSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 37738, Entry 1: 37738, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay at 5 nM relative to DHT, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17703938, Entry 1: 17703938, ","Entry 0: 5446, Entry 1: 5446, ","Entry 0: 10.1016/j.bmcl.2007.07.034, Entry 1: 10.1016/j.bmcl.2007.07.034, ","Entry 0: CHEMBL1139788, Entry 1: CHEMBL1139788, ","Entry 0: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., Entry 1: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., ","Entry 0: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., Entry 1: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., ","Entry 0: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., Entry 1: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., ","InChI=1S/C18H18F6N2O2/c1-9(2)5-10-7-28-16-13(26(10)8-17(19,20)21)4-3-12-15(16)11(18(22,23)24)6-14(27)25-12/h3-4,6,9-10H,5,7-8H2,1-2H3,(H,25,27)/t10-/m1/s1",0.75,-0.46,34.0,36.0,,,,,,,,,,,,,,,,,,,,
BDYFDDGUXXUNJN-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14786,Antagonist efficacy was determined as a function (%) of maximal inhibition of an agonist in Human androgen receptor.,,,9464360,302,10.1021/jm9705768,CHEMBL1131454,"5-Aryl-1,2-dihydrochromeno[3,4-f]quinolines: a novel class of nonsteroidal human progesterone receptor agonists.","Zhi L, Tegley CM, Kallel EA, Marschke KB, Mais DE, Gottardis MM, Jones TK.","The development of a novel class of nonsteroidal human progesterone receptor (hPR) agonists, 5-aryl-1,2-dihydro-5H-chromeno[3,4-f]quinolines 2, is described. The introduction of a 5-aryl group into the 1,2-dihydrocoumarino[3,4-f]quinoline core 1 is the key for progestational activities. The structure-activity relationship (SAR) studies of the 5-aryl substituents generated a series of potent hPR agonists, which exhibited similar biological activity (EC50 = 8-30 nM) to the natural hormone progesterone (EC50 = 2.9 nM) in cell-based assays with efficacies ranging from 28% to 96%. Most of the analogues displayed similar or greater binding affinity (Ki = 0.41-3.6 nM) than progesterone (Ki = 3.5 nM). Three representative analogues (13, 15, and 24) demonstrated in vivo activities in mammary gland morphology/uterine wet weight assay in ovariectomized rats.","InChI=1S/C26H24BrNO/c1-15-11-17(13-18(27)12-15)25-24-20(19-7-5-6-8-22(19)29-25)9-10-21-23(24)16(2)14-26(3,4)28-21/h5-14,25,28H,1-4H3",0.42,0.31,84.0,,,,,,,,,,,,,,,,,,,,,
BFKQZVDFWSTZEH-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,4081,Percent maximal inhibition against human androgen receptor (AR) dependent transcriptional activity in co-transfected mammalian CV-1 cells,,,10743937,414,10.1016/s0960-894x(00)00010-x,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.","Kong JW, Hamann LG, Ruppar DA, Edwards JP, Marschke KB, Jones TK.","A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.","InChI=1S/C15H14ClF3N2/c1-14(2)4-3-8-5-9-10(15(17,18)19)6-13(16)20-12(9)7-11(8)21-14/h5-7,21H,3-4H2,1-2H3",0.69,-0.69,75.0,,,,,,,,,,,,,,,,,,,,,
BFUUUITWLAZRBL-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,3036,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,,,9871534,750,10.1016/s0960-894x(98)00107-3,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.","Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK.","A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.","InChI=1S/C13H11F3N2O/c1-18-11-6-10-7(2-3-17-10)4-8(11)9(5-12(18)19)13(14,15)16/h4-6,17H,2-3H2,1H3",0.80,-0.49,67.0,,,,,,,,,,,,,,,,,,,,,
BIXFHGSYKKTHJN-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 31876, Entry 1: 31876, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, ",,,"Entry 0: 17034117, Entry 1: 17034117, ","Entry 0: 6146, Entry 1: 6146, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., ","Entry 0: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., ","InChI=1S/C15H17F3N2O/c1-4-20(9(2)3)10-5-6-13-11(7-10)12(15(16,17)18)8-14(21)19-13/h5-9H,4H2,1-3H3,(H,19,21)",0.92,-1.40,20.0,77.0,,,,,,,,,,,,,,,,,,,,
BMFVUFSXGVILAJ-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 35644, Entry 1: 35644, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17439112, Entry 1: 17439112, ","Entry 0: 2496, Entry 1: 2496, ","Entry 0: 10.1021/jm061329j, Entry 1: 10.1021/jm061329j, ","Entry 0: CHEMBL1139861, Entry 1: CHEMBL1139861, ","Entry 0: Novel series of potent, nonsteroidal, selective androgen receptor modulators based on 7H-[1,4]oxazino[3,2-g]quinolin-7-ones., Entry 1: Novel series of potent, nonsteroidal, selective androgen receptor modulators based on 7H-[1,4]oxazino[3,2-g]quinolin-7-ones., ","Entry 0: Higuchi RI, Arienti KL, López FJ, Mani NS, Mais DE, Caferro TR, Long YO, Jones TK, Edwards JP, Zhi L, Schrader WT, Negro-Vilar A, Marschke KB., Entry 1: Higuchi RI, Arienti KL, López FJ, Mani NS, Mais DE, Caferro TR, Long YO, Jones TK, Edwards JP, Zhi L, Schrader WT, Negro-Vilar A, Marschke KB., ","Entry 0: Recent interest in orally available androgens has fueled the search for new androgens for use in hormone replacement therapy and as anabolic agents. In pursuit of this, we have discovered a series of novel androgen receptor modulators derived from 7H-[1,4]oxazino[3,2-g]quinolin-7-ones. These compounds were synthesized and evaluated in competitive binding assays and an androgen receptor transcriptional activation assay. A number of compounds from the series demonstrated single-digit nanomolar agonist activity in vitro. In addition, lead compound (R)-16e was orally active in established rodent models that measure androgenic and anabolic properties of these agents. In this assay, (R)-16e demonstrated full efficacy in muscle and only partially stimulated the prostate at 100 mg/kg. These data suggest that these compounds may be utilized as selective androgen receptor modulators or SARMs. This series represents a novel class of compounds for use in androgen replacement therapy., Entry 1: Recent interest in orally available androgens has fueled the search for new androgens for use in hormone replacement therapy and as anabolic agents. In pursuit of this, we have discovered a series of novel androgen receptor modulators derived from 7H-[1,4]oxazino[3,2-g]quinolin-7-ones. These compounds were synthesized and evaluated in competitive binding assays and an androgen receptor transcriptional activation assay. A number of compounds from the series demonstrated single-digit nanomolar agonist activity in vitro. In addition, lead compound (R)-16e was orally active in established rodent models that measure androgenic and anabolic properties of these agents. In this assay, (R)-16e demonstrated full efficacy in muscle and only partially stimulated the prostate at 100 mg/kg. These data suggest that these compounds may be utilized as selective androgen receptor modulators or SARMs. This series represents a novel class of compounds for use in androgen replacement therapy., ","InChI=1S/C15H15F3N2O2/c1-3-8-7-20(2)12-4-9-10(15(16,17)18)5-14(21)19-11(9)6-13(12)22-8/h4-6,8H,3,7H2,1-2H3,(H,19,21)",0.88,-0.57,28.0,32.0,,,,,,,,,,,,,,,,,,,,
BMTWPTWVPQCHNC-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, Entry 2: BAO_0000656, Entry 3: BAO_0000656, ",Efficacy,,"Entry 0: 31876, Entry 1: 31876, Entry 2: 36333, Entry 3: 36333, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, Entry 2: Agonist activity at human AR relative to DHT, Entry 3: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17034117, Entry 1: 17034117, Entry 2: 17267219, Entry 3: 17267219, ","Entry 0: 6146, Entry 1: 6146, Entry 2: 1531, Entry 3: 1531, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, Entry 2: 10.1016/j.bmcl.2007.01.001, Entry 3: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, Entry 2: CHEMBL1147033, Entry 3: CHEMBL1147033, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 2: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 3: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 2: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 3: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 2: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 3: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C14H12F6N2O/c1-2-22(7-13(15,16)17)8-3-4-11-9(5-8)10(14(18,19)20)6-12(23)21-11/h3-6H,2,7H2,1H3,(H,21,23)",0.85,-1.44,20.0,20.0,107.0,107.0,,,,,,,,,,,,,,,,,,
