comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6
391323,nM,EC50,,BAO_0000188,EC50,1279576,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3097489,10.1016/j.bmcl.2013.10.054,24239186,CHEMBL3091433,Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc.,PUBLICATION,"The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors.",,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(CO)cc1,C15H14F3NO3S,CHEMBL389979,10000.0,,,,,,
504283,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1721967, Entry 1: 2059672, ","Entry 0: Agonist activity at Gal4-fused RORgammat DNA binding domain (unknown origin) expressed in 293T cells assessed as SRC1 coactivator recruitment in presence of ursolic acid by TR-FRET assay, Entry 1: Orthosteric agonist activity at recombinant human N-terminal His6-tagged RORgammat ligand binding domain (265 to 518 residues) expressed in Escherichia coli BL21 (DE3) assessed as increase in coactivator, N-terminal biotinylated SRC-1 box2 peptide recruitment incubated for 60 mins by TR-FRET assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4136967, Entry 1: CHEMBL4714673, ","Entry 0: 10.1021/acs.jmedchem.7b01314, Entry 1: 10.1021/acsmedchemlett.1c00029, ","Entry 0: 29412659, Entry 1: 33854703, ","Entry 0: CHEMBL4130622, Entry 1: CHEMBL4706717, ","Entry 0: Retinoic Acid Receptor-Related Orphan Receptor γt (RORγt) Agonists as Potential Small Molecule Therapeutics for Cancer Immunotherapy., Entry 1: Covalent Occlusion of the RORγt Ligand Binding Pocket Allows Unambiguous Targeting of an Allosteric Site., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The recent success of PD-1/PD-L1 antibodies for advanced cancer treatment has led to the conclusion that activating the immune system can be employed to fight cancer. These results also encourage the development of small molecule immunomodulators for cancer immunotherapy. RORγt is a key transcription factor mediating Th17 cell differentiation and IL-17 production, which is able to activate CD8+ T cells and elicit antitumor efficacy. Since RORγt agonists have been shown to increase basal activity of RORγt and promote Th17 cell differentiation, development of RORγt agonists could provide a unique approach to cancer immunotherapy. In this review, we summarize RORγt sterol and synthetic agonists, analyze the common ground of their mode of actions, and discuss the potential role of RORγt agonists as small molecule therapeutics for cancer immunotherapy., Entry 1: The nuclear receptor RORγt is a key positive regulator in the differentiation and proliferation of T helper 17 (Th17) cells and the production of proinflammatory cytokines like IL-17a. Dysregulation of this pathway can result in the development of various autoimmune diseases, and inhibition of RORγt with small molecules thus holds great potential as a therapeutic strategy. RORγt has a unique allosteric ligand binding site in the ligand binding domain, which is distinct from the canonical, orthosteric binding site. Allosteric modulation of RORγt shows high potential, but the targeted discovery of novel allosteric ligands is highly challenging via currently available methods. Here, we introduce covalent, orthosteric chemical probes for RORγt that occlude the binding of canonical, orthosteric ligands but still allow allosteric ligand binding. Ultimately, these probes could be used to underpin screening approaches for the unambiguous and rapid identification of novel allosteric RORγt ligands., ",,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H44O,CHEMBL455876,48.0,80.0,,,,,
695599,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, ",EC50,"Entry 0: 1331800, Entry 1: 1442780, Entry 2: 1721966, ","Entry 0: Agonist activity at human His6-tagged ROR gamma ligand binding domain (residues 262 to 507) expressed in Escherichia coli BL21 (DE3) cells assessed as increase in recruitment of coactivator peptide by AlphaScreen biochemical assay, Entry 1: Displacement of [3H]25-hydroxycholesterol from human RORc-LBD expressed in bacterial expression system after 3 hrs by scintillation counting analysis, Entry 2: Agonist activity at 6xHis tagged human RORgammat LBD (262 to 507 residues) expressed in Escherichia coli BL21 (DE3) assessed as biotinylated SRC1-2 peptide coactivator recruitment by AlphaScreen assay, ","Entry 0: B, Entry 1: B, Entry 2: B, ",,"Entry 0: CHEMBL3227243, Entry 1: CHEMBL3375302, Entry 2: CHEMBL4136966, ","Entry 0: 10.1039/C3MD00005B, Entry 1: 10.1016/j.bmcl.2014.10.037, Entry 2: 10.1021/acs.jmedchem.7b01314, ","Entry 0: 25453817, Entry 1: 29412659, ","Entry 0: CHEMBL3217638, Entry 1: CHEMBL3352095, Entry 2: CHEMBL4130622, ","Entry 0: Synthetic modulators of the retinoic acid receptor-related orphan receptors, Entry 1: A reversed sulfonamide series of selective RORc inverse agonists., Entry 2: Retinoic Acid Receptor-Related Orphan Receptor γt (RORγt) Agonists as Potential Small Molecule Therapeutics for Cancer Immunotherapy., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, ","Entry 0: The identification of a new series of RORc inverse agonists is described. Comprehensive structure-activity relationship studies of this reversed sulfonamide series identified potent RORc inverse agonists in biochemical and cellular assays which were also selective against a panel of nuclear receptors. Our work has contributed a compound that may serve as a useful in vitro tool to delineate the complex biological pathways involved in signalling through RORc. An X-ray co-crystal structure of an analogue with RORc has also provided useful insights into the binding interactions of the new series., Entry 1: The recent success of PD-1/PD-L1 antibodies for advanced cancer treatment has led to the conclusion that activating the immune system can be employed to fight cancer. These results also encourage the development of small molecule immunomodulators for cancer immunotherapy. RORγt is a key transcription factor mediating Th17 cell differentiation and IL-17 production, which is able to activate CD8+ T cells and elicit antitumor efficacy. Since RORγt agonists have been shown to increase basal activity of RORγt and promote Th17 cell differentiation, development of RORγt agonists could provide a unique approach to cancer immunotherapy. In this review, we summarize RORγt sterol and synthetic agonists, analyze the common ground of their mode of actions, and discuss the potential role of RORγt agonists as small molecule therapeutics for cancer immunotherapy., ",,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H46O2,CHEMBL1233249,20.0,20.0,20.0,,,,
702481,nM,EC50,,BAO_0000188,EC50,1331800,Agonist activity at human His6-tagged ROR gamma ligand binding domain (residues 262 to 507) expressed in Escherichia coli BL21 (DE3) cells assessed as increase in recruitment of coactivator peptide by AlphaScreen biochemical assay,B,,CHEMBL3227243,10.1039/C3MD00005B,,CHEMBL3217638,Synthetic modulators of the retinoic acid receptor-related orphan receptors,PUBLICATION,,,CC(C)CC[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H46O2,CHEMBL1243244,20.0,,,,,,
1016024,nM,EC50,,BAO_0000188,EC50,1517039,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3619498,10.1016/j.bmcl.2015.08.028,26321361,CHEMBL3616373,Identification of N-sulfonyl-tetrahydroquinolines as RORc inverse agonists.,PUBLICATION,"A high-throughput screen of the Genentech/Roche compound collection using a retinoic acid receptor-related orphan receptor C (RORc, RORγ, or NR1F3) biochemical assay revealed a N-sulfonyl-tetrahydroquinoline hit. Herein, we describe the hit-to-lead optimization and structure-activity relationships of these tetrahydroquinoline RORc inverse agonists. Through iterative synthesis and analog design, we identified compounds with improved biochemical RORc inverse agonist activity and RORc cellular potencies. These improved N-sulfonyl-tetrahydroquinoline compounds also exhibited selectivity for RORc over other nuclear receptors.",,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1cccs1)CCC2)c1c(F)cccc1F,C20H16F2N2O3S2,CHEMBL1592140,2100.0,,,,,,
1409150,nM,EC50,,BAO_0000188,EC50,1457052,Agonist activity at RoRc-LBD (unknown origin) expressed in HEK293 cells assessed as transcriptional activity by GAL4 reporter assay,B,,CHEMBL3369173,10.1021/jm401901d,24502334,CHEMBL3351629,Modulators of the nuclear receptor retinoic acid receptor-related orphan receptor-γ (RORγ or RORc).,PUBLICATION,"As the biology surrounding the nuclear receptor retinoic acid receptor-related orphan receptor-gamma (RORγ or RORc) continues to evolve, significant effort has been invested in discovering modulators of this potentially important target for the treatment of metabolic and immunological diseases. Several major pharmaceutical and biotechnology companies have disclosed RORc inhibitors or partnered with other players in the field. In this perspective, we discuss both the biology and the underlying structural biology of RORc, and summarize the RORc modulators disclosed in the scientific and patent literature.",,OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F,C26H24F7N3O,CHEMBL2137199,320.0,,,,,,
1521038,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, Entry 3: BAO_0000188, ",EC50,"Entry 0: 1279574, Entry 1: 1279576, Entry 2: 2013835, Entry 3: 2013838, ","Entry 0: Inverse agonist activity at GAL4-fused human RORc expressed in HEK293T cells assessed as suppression of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay, Entry 1: Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis, Entry 2: Inverse agonist activity at RORgamma in human CD4+ T cells assessed as inhibition of IL17A secretion after 72 hrs by ELISA, Entry 3: Inverse agonist activity at pSG5GAL4-DBD/LBD fused human RORgamma receptor expressed in COS7 cells co-expressing 5 copies of GAL4 response element after 18 hrs by luciferase reporter gene based assay, ","Entry 0: B, Entry 1: B, Entry 2: B, Entry 3: B, ",,"Entry 0: CHEMBL3097487, Entry 1: CHEMBL3097489, Entry 2: CHEMBL4667413, Entry 3: CHEMBL4667416, ","Entry 0: 10.1016/j.bmcl.2013.10.054, Entry 1: 10.1016/j.bmcl.2013.10.054, Entry 2: 10.1016/j.bmcl.2019.05.015, Entry 3: 10.1016/j.bmcl.2019.05.015, ","Entry 0: 24239186, Entry 1: 24239186, Entry 2: 31101472, Entry 3: 31101472, ","Entry 0: CHEMBL3091433, Entry 1: CHEMBL3091433, Entry 2: CHEMBL4665652, Entry 3: CHEMBL4665652, ","Entry 0: Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc., Entry 1: Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc., Entry 2: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., Entry 3: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, Entry 3: PUBLICATION, ","Entry 0: The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors., Entry 1: The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors., Entry 2: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., Entry 3: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., ",,CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,C17H15F6NO3S,CHEMBL2326845,190.0,593.0,930.0,1080.0,,,
1608755,nM,EC50,,BAO_0000188,EC50,1279576,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3097489,10.1016/j.bmcl.2013.10.054,24239186,CHEMBL3091433,Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc.,PUBLICATION,"The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors.",,N#Cc1ccccc1S(=O)(=O)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C18H11F9N2O3S,CHEMBL3094365,920.0,,,,,,
1608756,nM,EC50,,BAO_0000188,EC50,1279576,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3097489,10.1016/j.bmcl.2013.10.054,24239186,CHEMBL3091433,Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc.,PUBLICATION,"The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors.",,N#Cc1cccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)c1,C18H11F9N2O3S,CHEMBL3094366,100.0,,,,,,
1608757,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1279574, Entry 1: 1279576, ","Entry 0: Inverse agonist activity at GAL4-fused human RORc expressed in HEK293T cells assessed as suppression of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay, Entry 1: Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3097487, Entry 1: CHEMBL3097489, ","Entry 0: 10.1016/j.bmcl.2013.10.054, Entry 1: 10.1016/j.bmcl.2013.10.054, ","Entry 0: 24239186, Entry 1: 24239186, ","Entry 0: CHEMBL3091433, Entry 1: CHEMBL3091433, ","Entry 0: Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc., Entry 1: Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors., Entry 1: The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors., ",,N#Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C18H11F9N2O3S,CHEMBL3094367,61.0,192.0,,,,,
1608758,nM,EC50,,BAO_0000188,EC50,1279576,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3097489,10.1016/j.bmcl.2013.10.054,24239186,CHEMBL3091433,Structure-based design of substituted hexafluoroisopropanol-arylsulfonamides as modulators of RORc.,PUBLICATION,"The structure-activity relationships of T0901317 analogs were explored as RORc inverse agonists using the principles of property- and structure-based drug design. An X-ray co-crystal structure of T0901317 and RORc was obtained and provided molecular insight into why T0901317 functioned as an inverse agonist of RORc; whereas, the same ligand functioned as an agonist of FXR, LXR, and PXR. The structural data was also used to design inhibitors with improved RORc biochemical and cellular activities. The improved inhibitors possessed enhanced selectivity profiles (rationalized using the X-ray crystallographic data) against other nuclear receptors.",,Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C18H14F9NO3S,CHEMBL3094368,20.0,,,,,,
