comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3
2480547,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C23H26Cl2F4N4O5S2,CHEMBL4643996,-106.0,87.0,,
2480550,%,Efficacy,,BAO_0000656,Efficacy,1987162,Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317,B,,CHEMBL4620709,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1,C24H28Cl2F2N4O5S2,CHEMBL4643999,-100.0,,,
2480666,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(F)CC2)c(Cl)c1Cl)C(F)(F)F,C24H28Cl2F4N4O5S2,CHEMBL4644115,-105.0,88.0,,
2480756,%,Efficacy,,BAO_0000656,Efficacy,1987162,Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317,B,,CHEMBL4620709,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C25H27Cl2F4N5O4S2,CHEMBL4644205,-104.0,,,
2480888,%,Efficacy,,BAO_0000656,Efficacy,1987162,Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317,B,,CHEMBL4620709,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(N)=O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C19H18Cl2F4N4O4S2,CHEMBL4644337,105.0,,,
2481104,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,C[C@H]1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C23H25Cl2F5N4O5S2,CHEMBL4644553,-105.0,88.0,,
2481111,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,CCN(CC(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C22H25Cl2F5N4O5S2,CHEMBL4644560,-106.0,74.0,,
2481368,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C1CC1,C23H27Cl2F3N4O5S2,CHEMBL4644817,-104.0,55.0,,
2481399,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1987162, Entry 1: 1987163, ","Entry 0: Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production at 1 uM measured after 3 days by ELISA relative to JNJ-54271074, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4620709, Entry 1: CHEMBL4620710, ","Entry 0: 10.1016/j.bmcl.2020.127205, Entry 1: 10.1016/j.bmcl.2020.127205, ","Entry 0: 32336498, Entry 1: 32336498, ","Entry 0: CHEMBL4619752, Entry 1: CHEMBL4619752, ","Entry 0: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., Entry 1: Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation., ",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C25H30Cl2F4N4O5S2,CHEMBL4644848,-102.0,69.0,,
2481446,%,Efficacy,,BAO_0000656,Efficacy,1987162,Inverse agonist activity at human RORgammat LBD by M1H cell based assay relative to T0901317,B,,CHEMBL4620709,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C25H30Cl2F4N4O5S2,CHEMBL4644895,-104.0,,,
