./download/egfr.txtEGFRINdb ID	EGFR-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0004041	6000 ± 5000 nM	16078851	J. Med. Chem	2005, 48, 5337-5348	c12c(Nc3cc(c(cc3F)Cl)Cl)ncnc2cc(c(c1)NC(=O)C=C)N1CCN(CC1)C
EGIN0004042	500-13000 nM	16078851	J. Med. Chem	2005, 48, 5337-5348	c12c(ncnc2cc(c(c1)NC(=O)C=C)N1CCN(CC1)C)Nc1cc(Br)ccc1
EGIN0004043	1600 nM	16134929	J. Med. Chem	2005, 48, 5639-5643	O1CCN(CC1)c1cc(c2c(c1)[nH]c(n2)c1c(cc[nH]c1=O)NC[C@H](c1cccc(c1)Cl)O)C
EGIN0004044	2.7 µM	16161995	J. Med. Chem	2005, 48, 5909-5920	c1(c2c(ncc1C#N)cc1c(c2)cc(c(c1)OCCN1CCOCC1)OC)Nc1cc(c(cc1Cl)Cl)OC
EGIN0004045	>50000 nM	16162008	J. Med. Chem	2005, 48, 6066-6083	c1cc(ccc1NC(=O)Nc1c(ccc(c1)C(F)(F)F)F)c1c(sc2c1c(ncn2)N)C
EGIN0004046	>50000 nM	16162008	J. Med. Chem	2005, 48, 6066-6083	c1cc(ccc1NC(=O)Nc1cc(ccc1)C)c1csc2c1c(ncn2)N
EGIN0004047	>50 µM	16190753	J. Med. Chem	2005, 48, 6261-6270	c1(c(Nc2cc(C(=O)Nc3nocc3)ccc2C)ncnc1NC1CCCC1)C#N
EGIN0004048	8.17 ± 1.57 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c12c(ncnc1cc(c(c2)OCC)OCC)Nc1cc(F)ccc1
EGIN0004049	0.38 ± 0.13 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c12c(ncnc1cc(c(c2)OCC)OCC)Nc1cc(Cl)ccc1
EGIN0004051	0.64 ± 0.15 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c12c(ncnc1cc(c(c2)OCC)OCC)Nc1cc(I)ccc1
EGIN0004056	8.95 ± 3.26 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)Nc1cc(cc(c1)C(F)(F)F)F)OCC)OCC
EGIN0004057	20.0 ± 10.2 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)Nc1cc(cc(c1)C(F)(F)F)F)OC)OC
EGIN0004058	17.0 ± 5.0 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)NCc1ccc(cc1)F)OCC)OCC
EGIN0004059	47.7 ± 14.1 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)NCc1ccc(cc1)F)OC)OC
EGIN0004060	9.31 ± 1.19 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)Nc1c(cccc1)F)OCC)OCC
EGIN0004061	16.0 ± 3.7 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)Nc1ccc(cc1)F)OCC)OCC
EGIN0004062	32.2 ± 7.4 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c12c(Nc3c(F)cccc3)ncnc1cc(c(c2)OC)OC
EGIN0004063	51.0 ± 11.7 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1(c(cc2c(c1)c(ncn2)Nc1ccc(cc1)F)OC)OC
EGIN0004069	370 nM	16279804	J. Med. Chem	2005, 48, 7445-7456	c1c(c(ccc1/C=C(\C#N)/C(=O)[C@H]1CC=C(C(=C1)O)O)O)O
EGIN0004070	>100 µM	16366598	J. Med. Chem	2005, 48, 8163-8173	c1(c(cc2c(c1)c1c(C2)c([nH]n1)Nc1cccc(c1)F)OC)OC
EGIN0004071	0.8 µM	16451062	J. Med. Chem	2006, 49, 955-970	c1(c(cc2c(c1)c(ncn2)Nc1sc(cn1)CC(=O)Nc1cc(ccc1)F)OCCCN1CC[C@H](CC1)CO)OC
EGIN0004072	>1900 nM	16570908	J. Med. Chem	2006, 49,2143-2146	n1cnc(c2n1cc(c2C)OC[C@H](O)C)Oc1c(c2c(cc1)[nH]c(c2)C)F
EGIN0004073	0.14 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC[C@H](CC1)C(=O)N)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004074	0.09 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCNCC1)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004075	0.17 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCN(CC1)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004076	0.35 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC(=O)NCC1)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004077	0.71 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCN(CC1)C(=O)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004079	0.13 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCCN(CC1)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004080	0.21 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCCN(CC1)S(=O)(=O)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004081	0.24 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCC(=O)NCC1)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004082	0.026 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1C[C@@H](CNCC1)O)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004083	0.2 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1C[C@H](CNCC1)O)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004084	0.078 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC(=O)CNCC1)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004086	0.13 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)cc(c2CN1CCCNCC1)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004087	0.081 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004088	0.045 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CNCCO)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004089	0.11 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN(CCO)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004090	0.5 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CCCC1)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004091	0.068 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC[C@H](CC1)O)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004092	0.22 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC[C@H](CC1)C(=O)O)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004093	>1 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	c1(c2n(ncn1)ccc2CN1CC[C@H](CC1)C(=O)OC)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004095	0.0044 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	c1(ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)/N=N/NCCN(CCCl)C
EGIN0004096	0.071 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	c1(ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)/N=N/NCCN(CCCl)Cc1ccccc1
EGIN0004097	3.96 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	c1(ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)/N=N/NCCN(CCCl)c1ccc(cc1)OC
EGIN0004098	2.2 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	c1(ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)/N=N/NCCN(CCCl)c1ccc(cc1)Cl
EGIN0004099	0.037 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	N(CCN/N=N/c1ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)(C)C
EGIN0004100	0.97 µM	17472358	J. Med. Chem.	2007, 50, 2605-2608	c1(ccc2c(c1)c(ncn2)Nc1cc(ccc1)Cl)/N=N/NCCN(C[C@@H](Cl)C)c1ccc(cc1)OC
EGIN0004101	>10 µM	17658776	J. Med. Chem.	2007, 50, 4162-4176	c1c(cc2[nH]c3c([nH]c(=O)c2c1)cc(cc3)C(C(=O)Nc1ccc(cc1)N1CCOCC1)(C)C)c1ccc(c(c1)OC)N
EGIN0004102	30 nM    	17715908	J. Med. Chem.	2007, 50, 4728-4745	C(Nc1ccc2c(c1)c(c(cn2)C#N)Nc1ccc(c(c1)Cl)F)c1c[nH]cn1
EGIN0004103	500 nM   	17715908	J. Med. Chem.	2007, 50, 4728-4745	C(Nc1cc(c2c(c1)c(c(cn2)C#N)Nc1ccc(c(c1)Cl)F)F)c1c[nH]cn1
EGIN0004105	3300 nM  	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)Br)NCc1c[nH]cn1
EGIN0004106	>20000 nM	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)C(F)(F)F)NCc1c[nH]cn1
EGIN0004107	2080 nM  	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)OC)NCc1c[nH]cn1
EGIN0004108	5000 nM  	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)[S@@+]([O-])C)NCc1c[nH]cn1
EGIN0004109	>20000 nM	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)C(=O)N(C)C)NCc1c[nH]cn1
EGIN0004110	156 nM   	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)C(=O)C)NCc1c[nH]cn1
EGIN0004111	>5000 nM 	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)Cl)NCc1cccnc1
EGIN0004112	2900 nM  	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)Cl)NCc1cccc[n+]1[O-]
EGIN0004114	>5000 nM 	17715908	J. Med. Chem.	2007, 50, 4728-4745	c1(cc(c2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)F)Cl)Br)NCc1cn(nn1)CCCN(C)C
EGIN0004115	>10 µM	18269228	J. Med. Chem	2008, 51, 1319–1323	[C@@]12([C@H](OC(=O)/C(=C\N(CCCN(C)C)C)/C1=C(C(=O)C1=C2[C@@H](C[C@]2([C@@H]1CC[C@@H]2O)C)OC)O)COC)C
EGIN0004116	>10 µM	18269228	J. Med. Chem	2008, 51, 1319–1323	C1(=C2[C@]([C@H](OC(=O)/C/2=C/N(C(C)(C)C)CCO)COC)(C2=C(C1=O)[C@H]1[C@](C[C@H]2OC(=O)C)([C@H](CC1)O)C)C)O
EGIN0004117	5.5 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(=O)oc2c(c(cc(c2)O)C)c2c1c(cc(c2)O)O
EGIN0004118	4.2 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(cc(c2c(c1)oc(=O)c1c2cc(cc1O)OS(=O)(=O)O)C)O
EGIN0004119	1.7 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(=O)oc2c(c(cc(c2)O)C)c2c1c(cc(c2)OC)O
EGIN0004120	1.1 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(cc(c2c(c1O)oc(=O)c1c2cc(cc1O)OC)C)O
EGIN0004121	9.8 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(cc(c(cc1O)c1cc(cc(c1C(=O)O)O)OC)C)O
EGIN0004122	4.2 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(cc(c(cc1O)c1c(C(=O)O)c(cc(c1)O)O)C)O
EGIN0004123	6.5 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1(cc(cc(c1C(=O)O)O)OC)C1=C(C[C@H](C1=O)O)C
EGIN0004124	3.5 × 10-6 g/mL	18494522	J. Nat. Prod	2008, 71, 972–980	c1cc2c3ccc(c4c3[C@H]([C@]3(c2c(c1O)C(=O)CC3)O)[C@H](CC4=O)O)O
EGIN0004126	23 µM	18529047	J. Med. Chem.	2008, 51, 3814–3824	C1(=C(CNC1=O)c1c[nH]c2c1cccc2)c1cc(c(c(c1)OC)OC)OC
EGIN0004127	22 µM	18529047	J. Med. Chem.	2008, 51, 3814–3824	C1(=C(CNC1=O)c1cn(c2c1cccc2)COCC[Si](C)(C)C)c1cc(c(c(c1)OC)OC)OC
EGIN0004128	9 µM	18529047	J. Med. Chem.	2008, 51, 3814–3824	C1(=C(CNC1=O)c1cn(c2c1cccc2)COC(C)(C)C)c1cc(c(c(c1)OC)OC)OC
EGIN0004130	14 µM	18529047	J. Med. Chem.	2008, 51, 3814–3824	C1(=C(CNC1=O)c1cn(c2c1cccc2)COCc1ccccc1)c1cc(c(c(c1)OC)OC)OC
EGIN0004144	16 µM	18680271	J. Med. Chem.	2008, 51, 5035–5042	c1(cc(ccc1C(=O)/C=C/c1ccc(c(c1)O)O)O)O
EGIN0004144	8 µM	16441060	J. Nat. Prod	2006, 69, 14-17	c1(cc(ccc1C(=O)/C=C/c1ccc(c(c1)O)O)O)O
EGIN0004148	3.40±0.63 µM	18610999	J. Med. Chem.	2008, 51, 4419–4429	c1(ccc2c(c1O)OC[C@]1([C@@H]2c2c(C1)cc(c(c2)O)O)O)O
EGIN0004151	>10000 nM	18714982	J. Med. Chem.	2008, 51, 5680–5689	c1ccc2c(c1)c1c(n2CCO)c2c(c3c(CC2)cc(cc3)OC)c2c1CNC2=O
EGIN0004152	>10000 nM	18714982	J. Med. Chem.	2008, 51, 5680–5689	c1ccc2c(c1)c1c(n2CCO)c2c(c3c(CC2)cc(cc3)OC(C)C)c2c1CNC2=O
EGIN0004153	1700 nM	18763753	J. Med. Chem	2008, 51, 5766–5779	N1(CCOCC1)CCCOc1cc2c(cc1OC)c(ccn2)Oc1ccc(cc1F)c1c(=O)n(c(nc1)Cc1ccccc1)C
EGIN0004154	1700 nM	18763753	J. Med. Chem	2008, 51, 5766–5779	c1(c(cc2c(c1)c(ccn2)Oc1c(cc(cc1)c1c(=O)n(c(nc1)Nc1ccc(cc1)F)C)F)OCCCN1CCOCC1)OC
EGIN0004155	21 µM	18763755	J. Med. Chem	2008, 51, 5897–5900	c1(cc(c2c(c1)[nH]c(n2)c1c(cc[nH]c1=O)NCCn1cc(cn1)Cl)C)C1CCN(CC1)CCCF
EGIN0004156	>10 µM	18783200	J. Med. Chem	2008, 51, 5958–5963	c1(cncc(c1Nc1ccc2c(c1)cc[nH]2)C#N)c1ccc(c(c1)OC)OC
EGIN0004157	9.5 µM	19053831	J. Med. Chem	2008, 51, 7731–7736	c1ccc2c(c1)N1[C@H](C2)c2c3n(ccc3ccc2)C2=C1C(=O)N(C2=O)CCCSC(=N)Nc1ccccc1
EGIN0004158	4.6 µM	19053831	J. Med. Chem	2008, 51, 7731–7736	c1ccc2c(c1)n1c(c2)c2c3n(ccc3ccc2)c2c1c(=O)n(c2=O)CCCSC(=N)N
EGIN0004164	6.3 µM	19170633	J. Med. Chem	2009, 52, 964–975	c1(nc(on1)CSc1n(cnn1)c1ccc(cc1)C(F)(F)F)COc1c(cccc1Cl)Cl
EGIN0004165	11.1 µM	19170633	J. Med. Chem	2009, 52, 964–975	c1(c(ccc(c1)C(=O)OCC)N1CCOCC1)NS(=O)(=O)c1cc(c(s1)Cl)Br
EGIN0004166	0.0046 µM	19170633	J. Med. Chem	2009, 52, 964–975	c1(c(cc2c(c1)c(ncn2)Nc1cc(ccc1)C)OC)OC
EGIN0004169	>2000 nM	19260711	J. Med. Chem	2009, 52, 1251–1254	c1cc(ccc1n1ccc(c(c1=O)C(=O)Nc1ccc(c(c1)F)Oc1ccnc(c1Cl)N)OCC)F
EGIN0004170	4.0 µg/ml	19271717	J. Nat. Prod	2009, 72, 626–631	c1(cc(O)c2c(c1)C(=O)c1c(C2=O)c(c(c(c1)C)O)O)OC
EGIN0004171	2.7 µg/ml	19271717	J. Nat. Prod	2009, 72, 626–631	c1(cc(c2c(c1)C(=O)c1c(C2=O)cc(c(c1)C)O)O)OC
EGIN0004172	6.0 µg/ml	19271717	J. Nat. Prod	2009, 72, 626–631	c1(cc(c2c(c1)C(=O)C1=C(C2=O)[C@@H]([C@H]([C@]([C@@H]1O)(O)C)O)O)O)OC
EGIN0004173	2.7 µg/ml	19271717	J. Nat. Prod	2009, 72, 626–631	c1(cc(c2c(c1c1c(cc3c(c1O)C(=O)c1c(C3=O)cc(c(c1)O)C)OC)C(=O)C1=C(C2=O)[C@@H]([C@H]([C@]([C@@H]1O)(C)O)O)O)O)OC
EGIN0004174	>10 µM	19317452	J. Med. Chem	2009, 52, 2289–2310	c1(ccc2c(c1)/C(=C/NCc1cc(c(cc1)c1ccoc1)O)/C(=O)NC2=O)I
EGIN0004175	>200000 nM	19397324	J. Med. Chem	2009, 52, 3225–3237	c1(ccncc1)CNn1c(=O)c2c(c1=O)c1c3c([nH]c1c1c2c2ccc(cc2n1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)cc(cc3)O
EGIN0004176	>200000 nM	19397324	J. Med. Chem	2009, 52, 3225–3237	c1(cccc(n1)CO)CNn1c(=O)c2c(c1=O)c1c3c([nH]c1c1c2c2ccc(cc2n1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)cc(cc3)O
EGIN0004177	>200000 nM	19397324	J. Med. Chem	2009, 52, 3225–3237	n1(c(=O)c2c(c1=O)c1c3c([nH]c1c1c2c2ccc(cc2n1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)cc(cc3)O)NCc1ccncc1CO
EGIN0004178	>200000 nM	19397324	J. Med. Chem	2009, 52, 3225–3237	C(CO)(CO)Nn1c(=O)c2c(c1=O)c1c3c([nH]c1c1c2c2ccc(cc2n1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)cc(cc3)O
EGIN0004179	>10 µM	19522465	J. Med. Chem	2009, 52, 4466–4480	c1c(cc2c(c1)/C(=C(\c1ccccc1)/Nc1ccc(cc1)CN1CCCCC1)/C(=O)N2)C(=O)N
EGIN0004180	>10 µM	19522465	J. Med. Chem	2009, 52, 4466–4480	c1c(cc2c(c1)/C(=C(/c1ccccc1)\Nc1ccc(cc1)CN(C(=O)N(C)C)C)/C(=O)N2)C(=O)OC
EGIN0004182	>10000 nM	19775160	J. Med. Chem	2009, 52, 6270–6286	c1cc(oc1C)c1ccc2c(c1)c(co2)c1ccc(cc1)[S@@+]([O-])C
EGIN0004183	>10000 nM	19775160	J. Med. Chem	2009, 52, 6270–6286	c1cc(oc1C)c1ccc2c(c1)c(co2)c1ccc(cc1)[S@@+]([O-])CC
EGIN0004184	44 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OCCn1ccnc1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004185	28 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OCCN1CCCCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004186	18 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OCCN1CCNCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004187	77 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OCCN1CCOCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004188	18 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)O[C@@H]1CC[C@H](CC1)N)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004189	20 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	[C@@]1(C)(N)CC[C@@H](OC(=O)NC2=N[C@H]3N=CN=C(C3=C2CC)Nc2cc3c(cc2)n(nc3)Cc2ccccc2)CC1
EGIN0004190	37 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1CCC(CCOC(=O)NC2=N[C@H]3N=CN=C(C3=C2CC)Nc2cc3c(cc2)n(nc3)Cc2ccccc2)CC1
EGIN0004191	23 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OCC1CCNCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004192	29 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OC[C@H]1CNCCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004193	30 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OC[C@H]1NCCCC1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004194	21 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OC[C@@H]1COCCN1)CC)Nc1cc2c(cc1)n(nc2)Cc1ccccc1
EGIN0004195	22 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OC[C@@H]1COCCN1)CC)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004196	22 nM	19821562	J. Med. Chem	2009, 52, 6527–6530	N1=CN=C(C2=C(C(=N[C@@H]12)NC(=O)OC[C@@H]1COCCN1)C)Nc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0004197	>10000 nM	19827831	J. Med. Chem	2009, 52, 6193–6196	[nH]1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c2c(cccc2)nc(n1)N1CCN(CC1)C
EGIN0004198	3.069 µM	19603809	J. Med. Chem	2009, 52, 5152–5163	O=C(NC)c1nn(C)c2c1C(Cc1c2nc(nc1)Nc1ccc(cc1)N1CCN(C)CC1)(C)C
EGIN0004199	>30 µM	17887663	J. Med. Chem	2007, 50, 5253-5256	c1(ccc(cc1O)O)c1ccc(cc1)c1[nH]nc(c1)Nc1ccc(cc1)CNC(C)C
EGIN0004205	0.40 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCO)Nc1cc(ccc1)Br
EGIN0004206	0.06 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)N(CCO)C)Nc1cc(ccc1)Br
EGIN0004207	0.92 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NC[C@H](O)CO)Nc1cc(ccc1)Br
EGIN0004208	1.9 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)N(C[C@H](O)CO)C)Nc1cc(ccc1)Br
EGIN0004209	2.2 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NC(CO)CO)Nc1cc(ccc1)Br
EGIN0004210	0.96 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)N(CCO)CCO)Nc1cc(ccc1)Br
EGIN0004211	0.10 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NC[C@H](O)[C@@H]([C@H](O)[C@@H](O)CO)O)Nc1cc(ccc1)Br
EGIN0004212	0.12 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)N(C[C@H](O)[C@@H]([C@H](O)[C@@H](O)CO)O)C)Nc1cc(ccc1)Br
EGIN0004213	45 nM   	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCN(C)C)Nc1cc(ccc1)Br
EGIN0004214	8.8 nM  	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCCN(C)C)Nc1cc(ccc1)Br
EGIN0004215	7.4 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCCCN(C)C)Nc1cc(ccc1)Br
EGIN0004216	8.4 nM  	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCCCCN(C)C)Nc1cc(ccc1)Br
EGIN0004217	40 nM   	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)N(CCN(C)C)C)Nc1cc(ccc1)Br
EGIN0004218	3.2 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCN1CCOCC1)Nc1cc(ccc1)Br
EGIN0004219	1.9 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCCN1CCOCC1)Nc1cc(ccc1)Br
EGIN0004220	5.4 nM  	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCCCN1CCOCC1)Nc1cc(ccc1)Br
EGIN0004221	0.74 nM	9397172	J. Med. Chem	1997, 40, 3915-3925	n1cnc(c2c1cc(nc2)NCCC[N+]1(CCOCC1)[O-])Nc1cc(ccc1)Br
