./download/her2.txtEGFRINdb ID	ErbB2-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0001384	0.20 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)OCC)C
EGIN0001385	0.21 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)OCC)C(C)C
EGIN0001386	1.2 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)OCC)CCC
EGIN0001387	>25 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	c1(c2n(ncn1)cc(c2c1ccc(cc1)C)C(=O)OCC)Nc1cc2c(cc1)n(nc2)c1ccccc1
EGIN0001388	0.04 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)O)CC
EGIN0001389	0.11 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)N)CC
EGIN0001390	0.13 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)NC)CC
EGIN0001391	0.50 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)N(C)C)CC
EGIN0001392	0.17 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	c1(c2n(ncn1)cc(c2CC)NC(=O)OCc1ccccc1)Nc1cc2c(cc1)n(nc2)c1ccccc1
EGIN0001393	0.73 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)CO)CC
EGIN0001394	9.7 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)CNCC)CC
EGIN0001395	1.4 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)COCC)CC
EGIN0001396	2.4 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)CC(=O)N)CC
EGIN0001397	0.68 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)CC(=O)O)CC
EGIN0001398	0.03 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)NCCCn1ccnc1)CC
EGIN0001399	0.24 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)C(=O)OCCCn1ccnc1)CC
EGIN0001400	0.04 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(c(c2)NC(=O)OCCn1ccnc1)CC
EGIN0001401	80 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001401	84 nM   	18842405	Bioorg Med Chem Lett	2008 Nov 1;18(21):5738-40	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001401	84 nM   	19028424	Bioorg Med Chem Lett. 	2009 Jan 1;19(1):21-6.	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001402	30 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1ccccn1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001403	60 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cscn1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001404	450 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(nc1)OCc1cc(ccc1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001405	260 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1cc3c(cc1)c(ccc3)Oc1ccccn1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001406	60 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)Oc1ncccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001407	370 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)Oc1cc(on1)C)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001408	180 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)Oc1c3c(ncc1)ccc(c3)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001409	87 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(cc1)Oc1ccccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001410	60 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(cc1)Cc1ccccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001411	220 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(cc1)Sc1ncccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001412	800 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc(c(c1)Cl)Sc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001413	50 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001414	30 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001415	35 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)cnn3Cc1c(ccc(c1)F)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001416	130 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)cnn3[C@@H](c1cccc(c1)F)C)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001417	85 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)cnn3S(=O)(=O)c1cc(ccc1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001418	120 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)ccn3S(=O)(=O)c1sccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001419	60 nM    	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)ccn3Cc1ccccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001420	2660 nM  	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)ccn3CCc1ccccc1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001421	180 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)ccn3Cc1cscn1)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001422	210 nM   	19208477	Bioorg Med Chem Lett	. 2009 Mar 1;19(5):1332-6. 	n1cnc2c(c1Nc1ccc3c(c1)c(cn3Cc1ccccc1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N1CCOCC1
EGIN0001423	 709 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccco1
EGIN0001424	 146 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc(o1)CN(C)C
EGIN0001425	 250 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc(o1)CN1CCN(CC1)C
EGIN0001426	 122 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc(o1)CO
EGIN0001427	 68 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc(o1)CNCC#N
EGIN0001428	 71 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc(o1)CNCCS(=O)(=O)C
EGIN0001429	 86 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1coc(c1)CNCCS(=O)(=O)C
EGIN0001430	 113 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1cccs1
EGIN0001431	 31 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1csc(c1)CNCCS(=O)(=O)C
EGIN0001432	 121 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc[nH]1
EGIN0001433	 76 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc([nH]1)CN(C)C
EGIN0001434	 68 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc([nH]1)CNCC
EGIN0001435	 113 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)cc(s2)c1ccc([nH]1)CNCCS(=O)(=O)C
EGIN0001436	 14 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccco1
EGIN0001437	 898 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc(o1)CNCc1ccccc1
EGIN0001438	 6 nM       	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc(o1)CNCCS(=O)(=O)C
EGIN0001439	 43 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1cccs1
EGIN0001440	 95 nM      	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc(s1)CNCCS(=O)(=O)C
EGIN0001441	 299 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1csc(c1)CNCCS(=O)(=O)C
EGIN0001442	 203 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc[nH]1
EGIN0001443	 246 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc([nH]1)CN(C)C
EGIN0001444	 111 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc([nH]1)CNCC
EGIN0001445	 153 nM     	19111461	Bioorg Med Chem Lett.	2009 Feb 1;19(3):817-20.	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c2c(ncn1)sc(c2)c1ccc([nH]1)CNCCS(=O)(=O)C
EGIN0001446	>1 µM     	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnc2c(c1Nc1ccc(cc1)OCc1cccc(c1)C(F)(F)F)cc(cc2)c1nc(sc1)CNCCS(=O)(=O)C
EGIN0001447	>1 µM     	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnc2c(c1Nc1cc(c(cc1)OCc1ccccc1)Cl)cc(cc2)c1nc(sc1)CNCCS(=O)(=O)C
EGIN0001448	0.43 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnc2c(c1Nc1cc(c(cc1)OCc1cccc(c1)F)Cl)cc(cc2)c1nc(sc1)CNCCS(=O)(=O)C
EGIN0001449	0.11 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)c(cc2)C
EGIN0001450	0.31 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccn1)c(cc2)C
EGIN0001451	0.25 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccnc1)c(cc2)C
EGIN0001453	0.088 µM  	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	c1(c2n(ncn1)ccc2C)Cc1cc2c(cc1)n(nc2)Cc1cc(ccc1)F
EGIN0001454	0.11 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CO
EGIN0001455	0.42 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COC
EGIN0001456	0.42 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCCOC
EGIN0001457	0.018 µM  	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCC(=O)O
EGIN0001458	0.28 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCC(=O)OC
EGIN0001459	0.11 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCC(=O)N
EGIN0001460	0.09 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCCN
EGIN0001461	0.06 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCCCN
EGIN0001462	0.13 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCCCCN
EGIN0001463	0.56 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCCCN(C)C
EGIN0001464	0.07 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COC1CCNCC1
EGIN0001465	0.12 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)COCC1CCNCC1
EGIN0001466	0.17 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCC1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001468	0.060 µM  	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001469	0.59 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(COCCN1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001470	0.14 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(COCc2c3c(ncnn3cc2)Nc2ccc3c(c2)cnn3Cc2cccc(c2)F)CNCCOC1
EGIN0001472	0.38 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1ccccn1
EGIN0001473	0.41 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccnc1
EGIN0001474	0.13 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2[C@@H](c1ccccc1)C
EGIN0001475	0.85 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2[C@H](c1ccccc1)C
EGIN0001476	0.041 µM  	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2[C@@H](c1cccc(c1)F)C
EGIN0001477	0.51 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2[C@H](c1cccc(c1)F)C
EGIN0001478	0.25 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1OC)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001479	0.2± 0.11 µM     	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1c(csc1NCCS(=O)(=O)C)c1cc2c(ncnc2cc1)Nc1cc(c(cc1)F)Cl
EGIN0001480	0.048± 0.015 µM  	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1c(csc1NCCS(=O)(=O)C)c1cc2c(ncnc2cc1)Nc1ccc(OCc2ccccc2)cc1
EGIN0001481	0.028± 0.011 µM  	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1(ncc2c1ccc(Nc1c3cc(c4nc(sc4)NCCS(=O)(=O)C)ccc3ncn1)c2)Cc1ccccc1
EGIN0001482	0.55± 0.11 µM    	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1c(csc1NCCS(=O)(=O)C)c1cc2c(ncnc2cc1)Nc1ccc(OCc2cc(C(F)(F)F)ccc2)cc1
EGIN0001483	0.014± 0.0016 µM 	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1c(csc1NCCS(=O)(=O)C)c1cc2c(ncnc2cc1)Nc1cc(c(OCc2ccccc2)cc1)Cl
EGIN0001484	0.014± 0.0002 µM 	12639547	Bioorg Med Chem Lett	2007 Apr 1;17(7):2036-42.	n1c(csc1NCCS(=O)(=O)C)c1cc2c(ncnc2cc1)Nc1cc(c(OCc2cc(F)ccc2)cc1)Cl
EGIN0001485	95 µM	18524423	Eur J Med Chem. 	2009 Apr;44(4):1788-93	c12c(ncnc1N)n(cn2)CC(=O)c1c2c([nH]c1)cccc2
EGIN0001504	263 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)O)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001505	977 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCCN(CCS(=O)(=O)C)C(=O)C(F)(F)F)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001506	95 nM   	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCCNCCS(=O)(=O)C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001507	309 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001508	347 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CC=C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001509	234 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCNCCS(=O)(=O)C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001510	1778 nM 	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCN(CCS(=O)(=O)C)C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001511	117 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCCNC(=O)C(F)(F)F)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0001513	234 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)OCCCCNCS(=O)(=O)C)ncnc2Nc1cc(ccc1)C#C
EGIN0001514	210 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)OCCCCNCS(=O)(=O)C)ncnc2Nc1cc(c(cc1)F)Cl
EGIN0001515	147 nM  	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)OCCCCNCS(=O)(=O)C)ncnc2Nc1ccc(cc1)S(=O)(=O)c1ccccc1
EGIN0001516	10 nM   	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)CCCCNCCS(=O)(=O)C)ncnc2Nc1cc(c(cc1)OCc1cc(ccc1)F)Cl
EGIN0001517	19 nM   	14684309	Bioorg Med Chem Lett. 	2004 Jan 5;14(1):111-4.	c12c(ccc(c1)OCCCCNCS(=O)(=O)C)ncnc2Nc1cc2c(cc1)n(nc2)Cc1cccc(c1)F
EGIN0001580	16 nM   	19028424	Bioorg Med Chem Lett. 	2009 Jan 1;19(1):21-6.	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)N
EGIN0001581	20 nM   	18842405	Bioorg Med Chem Lett	2008 Nov 1;18(21):5738-40	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)NC
EGIN0001581	20 nM   	19028424	Bioorg Med Chem Lett. 	2009 Jan 1;19(1):21-6.	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)NC
EGIN0001582	43 nM   	18842405	Bioorg Med Chem Lett	2008 Nov 1;18(21):5738-40	n1cnc2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)sc(c2)C#C[C@H]1NC[C@@H](C1)OC(=O)NCC
